time,l1_heap,l1_fast
4.1457286432160805,1104.0,88.0
4.170854271356784,1100.0,72.0
4.1959798994974875,1110.0,80.0
4.2211055276381915,1116.0,100.0
4.2462311557788945,1118.0,88.0
4.2713567839195985,1106.0,80.0
4.296482412060302,1112.0,92.0
4.3216080402010055,1106.0,90.0
4.346733668341709,1116.0,90.0
4.371859296482413,1126.0,90.0
4.396984924623116,1094.0,34.0
4.42211055276382,1098.0,32.0
4.447236180904523,1102.0,48.0
4.472361809045227,1102.0,74.0
4.49748743718593,1116.0,72.0
4.522613065326634,1086.0,40.0
4.547738693467337,1088.0,44.0
4.572864321608041,1092.0,48.0
4.597989949748744,1086.0,58.0
4.623115577889448,1082.0,64.0
4.648241206030151,1072.0,72.0
4.673366834170855,1082.0,80.0
4.698492462311558,1102.0,98.0
4.723618090452262,1090.0,94.0
4.748743718592965,1088.0,104.0
4.773869346733669,1104.0,126.0
4.798994974874372,1098.0,154.0
4.824120603015076,1112.0,148.0
4.849246231155779,1092.0,116.0
4.874371859296483,1084.0,98.0
4.899497487437186,1070.0,88.0
4.92462311557789,1078.0,100.0
4.949748743718593,1080.0,102.0
4.974874371859297,1090.0,98.0
5.0,1106.0,112.0
